Timed By,20 Yard Shuttle,100 Meter Dash,Bench: 1-rep max (lbs),Bench x 185 (lbs),Vertical Jump,Standing Broad Jump,Bench x 225 (lbs),Squat (lbs),Power Clean
N/A,N/A,N/A,250,10,N/A,N/A,5,N/A,N/A
N/A,N/A,N/A,4,7,N/A,N/A,225,N/A,N/A
N/A,N/A,N/A,205,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Rocky River Combine,N/A,N/A,220,8,N/A,N/A,1,N/A,205
N/A,N/A,N/A,295,N/A,N/A,N/A,5,N/A,225
Keith Zoeller ,4.49,N/A,300,N/A,26,N/A,15,N/A,N/A
N/A,N/A,N/A,240,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,230,N/A,N/A,N/A,N/A,N/A,235
N/A,4.25,N/A,170,N/A,9’3”,N/A,N/A,N/A,N/A
N/A,N/A,N/A,340,N/A,N/A,N/A,10,N/A,N/A
N/A,4.14,N/A,155,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,305,15,N/A,9 feet 9 inches,10,N/A,275
N/A,N/A,N/A,205,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,235,10,N/A,N/A,4,N/A,N/A
N/A,N/A,N/A,280,N/A,N/A,N/A,6,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,13,N/A,N/A,5,N/A,230
N/A,N/A,N/A,165,N/A,N/A,N/A,N/A,N/A,N/A
N/A,4 sec,N/A,270,N/A,31 in,N/A,5,N/A,N/A
N/A,5,N/A,200,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,225,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,230,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,210,N/A,32inches,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
hand,N/A,N/A,250,N/A,30.7,8”9,N/A,N/A,N/A
Best of the Midwest Combine,4.34,N/A,225,9,N/A,8’6”,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Dan Gress,N/A,N/A,215,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,185,N/A,N/A,N/A,N/A,N/A,N/A
N/A,4.7,N/A,180,N/A,N/A,N/A,N/A,N/A,N/A
N/A,2.23,N/A,N/A,N/A,26,N/A,N/A,N/A,N/A
N/A,N/A,N/A,225,N/A,28,N/A,1,N/A,N/A
Niko Skeriotis ,N/A,N/A,170,N/A,N/A,N/A,N/A,N/A,165
N/A,N/A,N/A,185,N/A,N/A,N/A,N/A,N/A,N/A
Coaches,N/A,N/A,315,N/A,N/A,N/A,11,N/A,N/A
N/A,4.5,N/A,145,N/A,N/A,N/A,0,N/A,N/A
N/A,N/A,N/A,300,10,N/A,N/A,5,N/A,225
N/A,N/A,N/A,205,N/A,N/A,N/A,N/A,N/A,N/A
OC,N/A,N/A,205,N/A,N/A,N/A,N/A,N/A,155
Ashland Coach,4.47,N/A,265,15,N/A,"9' 2""",6,N/A,225
Coaches,N/A,N/A,280,N/A,27,N/A,11,N/A,N/A
N/A,N/A,N/A,185,1,N/A,N/A,N/A,N/A,185
Jason prater,5.46,N/A,185,2,16.5ft,5’11,Na,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,n/a,N/A,275,N/A,n/a,N/A,8,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,200,N/A,30 inches,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,205,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,330,N/A,30,N/A,11,N/A,N/A
ohio dominican college ,N/A,N/A,185,N/A,34,N/A,N/A,N/A,N/A
N/A,N/A,N/A,240,N/A,N/A,N/A,4,N/A,N/A
N/A,N/A,N/A,235,N/A,N/A,N/A,N/A,N/A,N/A
N/A,7,N/A,245,N/A,29,N/A,2 reps ,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,3,N/A,175,N/A,31,N/A,0,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,200,N/A,N/A,N/A,N/A,N/A,N/A
Coach,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Coach,N/A,N/A,285,15,23,8’2,11,N/A,185
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,225,N/A,N/A,N/A,8,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,205,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,250,N/A,N/A,N/A,5,N/A,225
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,Don’t know ,N/A,215,N/A,Don’t know ,N/A,Don’t know ,N/A,N/A
Coaching Staff,N/A,N/A,225,3,N/A,N/A,1,N/A,200
N/A,N/A,N/A,365,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,155,N/A,N/A,N/A,0,N/A,N/A
N/A,N/A,N/A,260,N/A,N/A,N/A,3,N/A,N/A
N/A,N/A,N/A,310,N/A,N/A,N/A,10,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,250,N/A,N/A,N/A,3,N/A,N/A
N/A,4.07,N/A,235,N/A,27.5,N/A,2,N/A,N/A
N/A,N/A,N/A,275,N/A,N/A,N/A,9,N/A,N/A
N/A,N/A,N/A,275,N/A,N/A,N/A,5,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,210,N/A,31,N/A,N/A,N/A,N/A
N/A,N/A,N/A,285,25,N/A,N/A,8,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A
N/A,idk,N/A,idk,N/A,idk,N/A,no,N/A,N/A
N/A,N/A,N/A,300,N/A,N/A,N/A,11,N/A,N/A
Ohio Dominican Football Summer Camp,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,175,N/A,27.5,N/A,N/A,N/A,N/A
N/A,N/A,N/A,225,N/A,N/A,N/A,1,N/A,N/A
N/A,N/A,N/A,235,N/A,33 In,N/A,2,N/A,225
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,260,N/A,N/A,N/A,4 reps,N/A,N/A
N/A,N/A,N/A,215,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,200,N/A,29,N/A,0,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,240,N/A,N/A,N/A,3,N/A,N/A
N/A,N/A,N/A,210,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,185,N/A,26,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A
N/A,N/A,N/A,245,N/A,N/A,N/A,5,N/A,N/A
N/A,N/A,N/A,165,N/A,33,N/A,N/A,N/A,N/A
N/A,4.5,N/A,240,N/A,N/A,9.9,N/A,N/A,N/A
N/A,N/A,N/A,210,5,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,260,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,155,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,235,N/A,N/A,N/A,1,N/A,N/A
N/A,4.7,N/A,205,N/A,38,N/A,Na,N/A,N/A
estimate,4.4,N/A,245,N/A,29,N/A,N/A,N/A,N/A
N/A,N/A,N/A,190,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
coach,N/A,N/A,250,N/A,N/A,8’9,4,N/A,245
N/A,N/A,N/A,245,N/A,N/A,N/A,3,N/A,N/A
N/A,N/A,N/A,235,N/A,N/A,N/A,3,N/A,N/A
N/A,N/A,N/A,225,N/A,N/A,N/A,6,N/A,N/A
N/A,N/A,N/A,275,N/A,36,N/A,N/A,N/A,245
N/A,N/A,N/A,215,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,165,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,5.2,N/A,245,N/A,N/A,N/A,4,N/A,N/A
N/A,N/A,N/A,250,N/A,30,N/A,3,N/A,N/A
N/A,4.78,N/A,240,N/A,23,N/A,2,N/A,N/A
N/A,N/A,N/A,215,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,225,N/A,N/A,N/A,1,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,13,N/A,N/A
N/A,N/A,N/A,315,N/A,N/A,N/A,6,N/A,N/A
N/A,N/A,N/A,165,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,3.8,N/A,155,N/A,N/A,N/A,N/A,N/A,N/A
Steve Daulton,N/A,N/A,205,4,N/A,101,N/A,N/A,225
N/A,N/A,N/A,225,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,265,N/A,N/A,N/A,5,N/A,N/A
N/A,N/A,N/A,190,N/A,26,N/A,N/A,N/A,N/A
N/A,N/A,N/A,225,9,"9""",N/A,1,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
D1,N/A,N/A,185,N/A,32in ,N/A,N/A,N/A,N/A
N/A,6.3,N/A,255,N/A,28.8,N/A,6,N/A,N/A
N/A,N/A,N/A,N/A,N/A,33,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,290,N/A,N/A,N/A,14,N/A,N/A
N/A,N/A,N/A,245,N/A,22.5,N/A,5,N/A,N/A
N/A,N/A,N/A,165,N/A,N/A,N/A,N/A,N/A,185
N/A,N/A,N/A,235,N/A,28.7,N/A,2,N/A,N/A
N/A,N/A,N/A,N/A,N/A,19.3 Inches,N/A,N/A,N/A,N/A
N/A,3.6,N/A,250,N/A,29.9,N/A,5,N/A,N/A
N/A,N/A,N/A,275,N/A,N/A,N/A,10,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,280,N/A,N/A,N/A,6,N/A,N/A
N/A,N/A,N/A,240,N/A,N/A,N/A,4,N/A,N/A
N/A,N/A,N/A,155,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,225,N/A,N/A,N/A,1 rep,N/A,N/A
N/A,NA,N/A,235,N/A,34.2,N/A,4,N/A,N/A
N/A,N/A,N/A,N/A,5x,N/A,N/A,N/A,N/A,170lbs
N/A,4.3,N/A,245,N/A,28,N/A,4,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,4.9,N/A,235,N/A,13,N/A,5,N/A,N/A
N/A,N/A,N/A,235,N/A,N/A,N/A,N/A,N/A,N/A
N/A,4.3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,4.12,N/A,185,N/A,18,N/A,N/A,N/A,N/A
N/A,N/A,N/A,185,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,160,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,205,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,155,N/A,N/A,N/A,N/A,N/A,N/A
N/A,4.05,N/A,240,N/A,34,N/A,3,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,4.63,N/A,210,N/A,24,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,4.94,N/A,335,N/A,22,N/A,18,N/A,N/A
N/A,4.3,N/A,320,N/A,31,N/A,14,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,275,N/A,N/A,N/A,7,N/A,N/A
N/A,N/A,N/A,180,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Coach,5.23,N/A,230,N/A,19,N/A,N/A,N/A,195
Head coach,4.16,N/A,335,25,N/A,"9' 1""",20,N/A,245
JY Elite Training ,N/A,N/A,335,17,"29""",N/A,9,N/A,295
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,250,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,225,N/A,N/A,N/A,N/A,N/A,N/A
KSU speed camp,5,N/A,225,10,N/A,N/A,2,N/A,185
N/A,N/A,N/A,185,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,195,N/A,N/A
Coach,4.9,N/A,345,20,N/A,N/A,16,N/A,N/A
N/A,N/A,N/A,155,N/A,N/A,N/A,N/A,N/A,100
N/A,4.4,N/A,180,N/A,24,N/A,0,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,225,N/A,28,N/A,N/A,N/A,N/A
N/A,3.67,N/A,245,N/A,34,N/A,3,N/A,N/A
N/A,N/A,N/A,190,N/A,31,N/A,0,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Strength Coach,4.41,N/A,295,24,24,N/A,9,N/A,275
Coach,N/A,N/A,240,N/A,N/A,N/A,3,N/A,N/A
N/A,N/A,N/A,N/A,5,N/A,N/A,2,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,4.5,N/A,250,N/A,N/A,N/A,5,N/A,N/A
N/A,N/A,N/A,280,N/A,25,N/A,1,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,225,N/A,N/A,N/A,1,N/A,N/A
NST,N/A,N/A,245,6,28,8ft 9inches,3,N/A,215
N/A,N/A,N/A,200,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,240,N/A,32.4,N/A,N/A,N/A,245
N/A,4.45,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
College Coach,N/A,N/A,225,8,30,98,2,N/A,205
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,4.5,N/A,185,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,265,N/A,N/A,N/A,7,N/A,N/A
Slippery Rock Staff,4.59,N/A,225,7,N/A,8’10”,N/A,N/A,200
N/A,4.44,N/A,300,N/A,27,N/A,15,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,315,N/A,"22""","93""",N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,250,N/A,32,N/A,4,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,4.31,N/A,N/A,N/A,30,N/A,N/A,N/A,N/A
N/A,N/A,N/A,230,N/A,N/A,N/A,2,N/A,N/A
N/A,N/A,N/A,140,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,26.5,N/A,N/A,N/A,N/A
N/A,N/A,N/A,305,N/A,33,N/A,6 reps,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,"26.9""",N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,4,N/A,245,N/A,N/A,N/A,5,N/A,N/A
N/A,N/A,N/A,225,N/A,N/A,N/A,N/A,N/A,N/A
Hand,4.36,N/A,215,8,31,8’6”,0,N/A,205
N/A,N/A,N/A,270,N/A,N/A,N/A,5,N/A,N/A
N/A,4.5,N/A,260,N/A,8’6,N/A,6,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,155,N/A,N/A,N/A,N/A,N/A,N/A
N/A,5.2,N/A,225,N/A,N/A,N/A,1,N/A,N/A
N/A,4.8,N/A,200,N/A,N/A,N/A,N/A,N/A,N/A
N/A,4.37,N/A,185,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,205,N/A,N/A,N/A,0,N/A,N/A
N/A,N/A,N/A,265,10,23,N/A,5,N/A,225
Ashland University ,N/A,N/A,250,15,N/A,9’1 1/2,N/A,N/A,275
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,285,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/a,N/A,205,N/A,N/a ,N/A,0,N/A,N/A
Hand,?,N/A,215,N/A,?,N/A,N/A,N/A,N/A
N/A,4.33,N/A,265,N/A,N/A,N/A,5,N/A,225
N/A,Na,N/A,230,N/A,Na,N/A,3,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,245,N/A,N/A,N/A,2,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,6.8,N/A,275,N/A,N/A,N/A,3,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,4.1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,200,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,265,N/A,28,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Nobody it's a guess,N/A,N/A,270,N/A,N/A,N/A,N/A,N/A,Hang Clean: 315
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,15,N/A,185,N/A,24,N/A,1,N/A,N/A
N/A,N/A,N/A,225,7,N/A,N/A,1,N/A,N/A
N/A,4.37,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,215,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,215,N/A,30,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,215,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,285,N/A,N/A,N/A,10,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,n/a,N/A,225,N/A,26,N/A,1,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,325,N/A,34,N/A,16,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,175,N/A,N/A,100,0,N/A,225
N/A,4.1,N/A,325,N/A,32,N/A,14,N/A,N/A
N/A,N/A,N/A,235,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,300,N/A,N/A,N/A,13,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,4.5,N/A,235,N/A,24,N/A,N/A,N/A,N/A
N/A,N/A,N/A,285,N/A,N/A,N/A,9,N/A,N/A
N/A,N/A,N/A,225,N/A,N/A,N/A,1,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,30,98 inches ,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,4.43,N/A,185,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,275,N/A,N/A,N/A,12,N/A,N/A
N/A,N/A,N/A,245,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,205,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,135,N/A,31,N/A,N/A,N/A,N/A
Scott howarth,N/A,N/A,135,N/A,N/A,8ft,N/A,N/A,N/A
N/A,N/A,N/A,205,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,180,N/A,N/A,N/A,N/A,N/A,N/A
N/A,4.6,N/A,205,N/A,none,N/A,0,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A
N/A,4.2,N/A,205,4,30,N/A,0,N/A,200
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,175,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,265,N/A,N/A,N/A,6,N/A,N/A
N/A,N/A,N/A,205,N/A,30,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,4.79,N/A,215,N/A,N/A,N/A,N/A,N/A,N/A
N/A,Don’t know ,N/A,135,N/A,Don’t know ,N/A,0,N/A,N/A
N/A,4.5,N/A,155,N/A,25,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,none,N/A,185,N/A,none,N/A,10,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,4.01,N/A,225,N/A,36,N/A,1,N/A,N/A
N/A,N/A,N/A,135,N/A,24.5,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,4.9,N/A,270,N/A,30,N/A,8,N/A,N/A
N/A,N/A,N/A,275,N/A,N/A,N/A,5,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,195,N/A,32,N/A,0,N/A,N/A
N/A,N/A,N/A,265,N/A,N/A,N/A,3,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,205,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,21 inch,N/A,N/A,N/A,N/A
N/A,N/A,N/A,305,N/A,N/A,N/A,N/A,N/A,210
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,5.1,N/A,160,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,.,N/A,205,N/A,.,N/A,.,N/A,N/A
N/A,N/A,N/A,205,2,10 feet,N/A,N/A,N/A,215
N/A,N/A,N/A,275,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,240,N/A,N/A,N/A,N/A,N/A,N/A
N/A,4.7,N/A,125,N/A,20.9,N/A,3x110,N/A,N/A
N/A,N/A,N/A,195,N/A,3ft,N/A,2,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,110,N/A,N/A,N/A,N/A,N/A,N/A
Coaching Staff,4.69,N/A,245,N/A,N/A,N/A,N/A,N/A,250
N/A,N/A,N/A,110,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,265,N/A,31,N/A,N/A,N/A,N/A
Coach Snyder,N/A,N/A,235,N/A,N/A,N/A,1,N/A,225
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
